"_id","businessName","address","mobile","pincode","city","state","category","subcategory","leadStatus","status","p_id","createdAt","updatedAt","__v","product_category"
"65715b457dd8362ade9c2b15","Shop16","nagpur","1231231235","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:29.310Z","2023-12-07T05:42:29.310Z","0",""
"65715b457dd8362ade9c2b17","Shop17","nagpur","1231231236","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:29.533Z","2023-12-07T05:42:29.533Z","0",""
"65715b457dd8362ade9c2b19","Shop18","nagpur","1231231237","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:29.756Z","2023-12-07T05:42:29.756Z","0",""
"65715b457dd8362ade9c2b1b","Shop19","nagpur","1231231238","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:29.977Z","2023-12-07T05:42:29.977Z","0",""
"65715b467dd8362ade9c2b1d","Shop20","nagpur","1231231239","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:30.280Z","2023-12-07T05:42:30.280Z","0",""
"65715b467dd8362ade9c2b1f","Shop21","nagpur","1231231240","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:30.504Z","2023-12-07T05:42:30.504Z","0",""
"65715b467dd8362ade9c2b21","Shop22","nagpur","1231231241","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:30.727Z","2023-12-07T05:42:30.727Z","0",""
"65715b467dd8362ade9c2b23","Shop23","nagpur","1231231242","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:30.948Z","2023-12-07T05:42:30.948Z","0",""
"65715b477dd8362ade9c2b25","Shop24","nagpur","1231231243","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:31.169Z","2023-12-07T05:42:31.169Z","0",""
"65715b477dd8362ade9c2b27","Shop25","nagpur","1231231244","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:31.403Z","2023-12-07T05:42:31.403Z","0",""
"65715b477dd8362ade9c2b29","Shop26","nagpur","1231231245","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:31.626Z","2023-12-07T05:42:31.626Z","0",""
"65715b477dd8362ade9c2b2b","Shop27","nagpur","1231231246","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:31.849Z","2023-12-07T05:42:31.849Z","0",""
"65715b487dd8362ade9c2b2d","Shop28","nagpur","1231231247","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:32.078Z","2023-12-07T05:42:32.078Z","0",""
"65715b487dd8362ade9c2b2f","Shop29","nagpur","1231231248","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:32.300Z","2023-12-07T05:42:32.300Z","0",""
"65715b487dd8362ade9c2b31","Shop30","nagpur","1231231249","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:32.523Z","2023-12-07T05:42:32.523Z","0",""
"65715b487dd8362ade9c2b33","Shop31","nagpur","1231231250","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:32.746Z","2023-12-07T05:42:32.746Z","0",""
"65715b487dd8362ade9c2b35","Shop32","nagpur","1231231251","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:32.972Z","2023-12-07T05:42:32.972Z","0",""
"65715b497dd8362ade9c2b37","Shop33","nagpur","1231231252","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:33.196Z","2023-12-07T05:42:33.196Z","0",""
"65715b497dd8362ade9c2b39","Shop34","nagpur","1231231253","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:33.421Z","2023-12-07T05:42:33.421Z","0",""
"65715b497dd8362ade9c2b3b","Shop35","nagpur","1231231254","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:33.643Z","2023-12-07T05:42:33.643Z","0",""
"65715b497dd8362ade9c2b3d","Shop36","nagpur","1231231255","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:33.863Z","2023-12-07T05:42:33.863Z","0",""
"65715b4a7dd8362ade9c2b3f","Shop37","nagpur","1231231256","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:34.086Z","2023-12-07T05:42:34.086Z","0",""
"65715b4a7dd8362ade9c2b41","Shop38","nagpur","1231231257","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:34.312Z","2023-12-07T05:42:34.312Z","0",""
"65715b4a7dd8362ade9c2b43","Shop39","nagpur","1231231258","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:34.536Z","2023-12-07T05:42:34.536Z","0",""
"65715b4a7dd8362ade9c2b45","Shop40","nagpur","1231231259","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:34.757Z","2023-12-07T05:42:34.757Z","0",""
"65715b4a7dd8362ade9c2b47","Shop41","nagpur","1231231260","123123","nagpur","maha","education","class","Engaged","Digital","657156787dd8362ade9c2a4e","2023-12-07T05:42:34.979Z","2023-12-07T05:42:34.979Z","0",""
"6571669010019e983e169bb6","kirana shop","nagpur","12354373663","123123","amravti","maharastra","Civil Contractors","Kirana Store","NotAccepted","Advertisement","657165e110019e983e169bae","2023-12-07T06:30:40.110Z","2023-12-07T06:30:40.110Z","0",""
